#,catalog,Name,Price 
73599,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель DVI-D <-> DVI-D 24+1, m/m, 2м. (DVl-SKB-0200.B)  позолочен.контакты","127,9"
52110,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном GEMBIRD GHS-402 black 20Hz-20kHz,105dB,32Ohm",128
39220,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном Gembird MHS-001 (20-20000Hz,1.8м,105dB) black",128
39221,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном Gembird MHS-001-GW (20-20000Hz,1.8м,105dB) white",128
64215,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.6, 15м. (PP6U-15M) grey","128,7"
82458,КОМПЬЮТЕРНАЯ ТЕХНИКА,"microSDXC CARD 64Gb Verbatim Premium (44084) V10, Cl. 10, U1, Read 90Mb/s + адаптер       EAN  0023942440840",129
82455,КОМПЬЮТЕРНАЯ ТЕХНИКА,"microSDHC CARD 32Gb Verbatim Pro (47041) V30, UHS Speed Class 3 (U3), R/W 90/45Mb/s + адаптер 0023942470410",129
80079,КОМПЬЮТЕРНАЯ ТЕХНИКА,"USB 3.0 FLASH DRIVE 32Gb SanDisk Ultra (SDCZ48-032G-U46B) парольн.защ., BLUE","103,3"
79527,КОМПЬЮТЕРНАЯ ТЕХНИКА,CARD READER внешн. Natec SCARAB 2 SD/MICRO SD USB 3.0 BLACK (NCZ-1874),"116,2"
74923,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE SVEN OPTICAL RX-350W Wireless, 5+1кл., 600/1000/1400dpi, Red",129
70721,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SDHC FLASH CARD 32Gb Kingston Canvas Select Plus (SDS2/32GB) Class10, UHS-I Class1 (U1), V10 скор.чтен.100МБ/с",129
66240,КОМПЬЮТЕРНАЯ ТЕХНИКА,USB-C 3.2 gen1 FLASH DRIVE 64Gb KINGSTON DT 70 (DT70/64GB),"103,3"
59386,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN Standard 303 Power, USB+PS/2, black",129
52039,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном SVEN AP-310M (разъем 4pin/3,5мм) black",116
51958,КОМПЬЮТЕРНАЯ ТЕХНИКА,USB 3.0 FLASH DRIVE 32Gb ADATA DashDrive Elite UE700 (AUE700-32G-CBK),"103,3"
51964,КОМПЬЮТЕРНАЯ ТЕХНИКА,"USB 3.0 FLASH DRIVE 32Gb SanDisk Ultra (SDCZ48-032G-U46) парольн.защ., BLACK","103,3"
44258,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN Standard 301, USB, влагоустойчивая, white",129
44257,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN Standard 301, USB, влагоустойчивая, black",129
40625,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном Gembird MHS-BOS (20-20000Hz,108dB,1.5м)",129
37144,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE LOGITECH OPTICAL B100 White,USB (910-003360) 2кн.",129
37145,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE LOGITECH OPTICAL B100 Black,USB (910-003357) 2кн.",129
34631,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN Standard 303, USB, white",129
37383,КОМПЬЮТЕРНАЯ ТЕХНИКА,Сумка-чехол для TABLET LC101 (кожа) black,"129,5"
83574,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Термопаста Cooler Master IC-Essential E1, 1.5ml. (RG-ICE1-TG15-R1)",130
83119,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. автомобил. (PC861) 2*USB +кабель  Lighting , black",130
83118,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. автомобил. (PC861) 2*USB +кабель  MicroUSB , black",130
83117,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. автомобил. (PC861) 2*USB +кабель  Type C , black",130
71716,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабельный органайзер LANBERG (AK-1205-S) 19', 1U, type B","131,2"
68568,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE Gaming Fury Warrior (NFU-0869) Black/Blue, USB, 6кн/ 3200dpi","131,2"
67605,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель DP 2.0m (DP4-SKB-0200.B) DisplayPort 1.2 (male) <-> DisplayPort 1.2 (male),"131,2"
40820,КОМПЬЮТЕРНАЯ ТЕХНИКА,Розетка Mosaic RJ45 UTP кат5е 1мод бел LCS2 Legrand (L76551),"131,2"
59149,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD KB-MCH-03-RU, USB, 104кл., black, Windows7/8/10","131,2"
59150,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD KB-MCH-03-W-RU, USB, 104кл., white, Windows7/8/10","131,2"
54274,КОМПЬЮТЕРНАЯ ТЕХНИКА,Адаптер преобразования LANBERG AD-0017-BK (HDMI-A male -> VGA female),"131,2"
38499,КОМПЬЮТЕРНАЯ ТЕХНИКА,Сумка-чехол для TABLET Samsung Galaxy Note 10.1 P600 (Edit. 2014)черн.,"131,2"
36940,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Сумка-чехол для TABLET 9.7',4:3 Continent UTS-101VT(экокожа/пласт,фиол","131,2"
4925,КОМПЬЮТЕРНАЯ ТЕХНИКА,Калькулятор CC-70 CANON 8р,"131,2"
81562,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER UGo Tamu S100 (UGL-1790) 2.0 (2*3W, питание от USB, mini-jack 3.5mm, 110Hz-20kHz, Black/Red)",99
81509,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE OPTICAL Natec Harrier 2 (NMY-1963) Bluetooth v 5.1, WHITE/BLUE, 800-1600 DPI, 3+1кн, 1xAA",99
81508,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE OPTICAL Natec Harrier 2 (NMY-1962) Bluetooth v 5.1, WHITE/PINK, 800-1600 DPI, 3+1кн, 1xAA",132
81507,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE OPTICAL Natec Harrier 2 (NMY-1961) Bluetooth v 5.1, WHITE/GREY, 800-1600 DPI, 3+1кн, 1xAA",99
81563,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER UGo Tamu S100 (UGL-1875) 2.0 (2*3W, питание от USB, mini-jack 3.5mm, 110Hz-20kHz, Black/Blue)",99
81506,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE OPTICAL Natec Harrier 2 (NMY-1960) Bluetooth v 5.1, Black, 800-1600 DPI, 3+1кн, 1xAA",99
81613,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный Lanberg CA-DPHD-11CC-0018-BK (DisplayPort male->HDMI male,1.8м) !!! только с DP в HDTV !!!",132
81223,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр.автомоб. Baseus Grain (CCALL-ML01) 2p*USB Type-A, max 3.1A, 5V, Black",132
79883,КОМПЬЮТЕРНАЯ ТЕХНИКА,Термопаста Cooler Master CRYOFUZE VIOLET 0.7 мл. (MGY-NOSG-N07M-R1),132
79332,КОМПЬЮТЕРНАЯ ТЕХНИКА,HUB  7PORT USB 2.0 UHB-U2P7-04  black,132
73724,КОМПЬЮТЕРНАЯ ТЕХНИКА,Контроллер ASUS (TPM-SPI) разъём SPI 14-pin (14-1),132
66068,КОМПЬЮТЕРНАЯ ТЕХНИКА,Гарнитура моно Esperanza Blurtooth earphone Celebes black (EH184K) HFP (Hands-Free Profile),132
66069,КОМПЬЮТЕРНАЯ ТЕХНИКА,Гарнитура моно Esperanza Blurtooth earphone Celebes white (EH184W) HFP (Hands-Free Profile),"118,8"
64706,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер WiFi LANBERG (NC-0300-WI) USB, 2.4GHz, 300 Mb/s - 802.11 b/g/n",132
49798,КОМПЬЮТЕРНАЯ ТЕХНИКА,Чистящий набор 6в1 для дисплеев CK-LCD-003 (салфетки+жидкости+кисть),132
40563,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель DVI-D/DVI-D,сигнальный, 3м (DVI-SKB-0300.B)",132
36509,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Patch Cord оптовол.CFO-SCSC-OM2-1M,Duplex M/mode,1м,SC-SC, 50/125 OM2","132,8"
63592,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Электро-удлинитель BELLIGHT с заземлением 5 розеток, 10м, max 3кВт, max 250В, 16А, 3*1.5мм2, белый","134,5"
82050,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном Gembird MHS-03-WTRD (20-20000Hz,1.8м,105dB, 32om, 3.5mm 4-pin combo-jack) white",135
82049,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном Gembird MHS-03-BKWT (20-20000Hz,1.8м,105dB, 32om, 3.5mm 4-pin combo-jack) black",135
59165,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель эл.питания РС 10м (PC-186-VDE-10M ),135
44938,КОМПЬЮТЕРНАЯ ТЕХНИКА,Адаптер преобразования Gembird A-HDMI-VGA-02 (HDMI to VGA + стерео-аудио),135
39901,КОМПЬЮТЕРНАЯ ТЕХНИКА,Зарядное устройство универсаль. EG-MC-008 (3/4.5/5/6/7.5/9/12V)12W,135
68146,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SWITCH D-LINK DES-1005C/B1A 5P,10/100 Мбит/с","135,3"
73598,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель DVI-D <-> DVI-D 24+1, m/m, 2м. (DVl-BKR-0200.BS) нейлоновая оплетка, позолочен.контакты","136,1"
44253,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 170 2.0 (2x2.5W,USB питание)black, ABS-пластик",95
44254,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 170 2.0 (2x2.5W,USB питание)black/white,ABS-пластик",95
50932,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель HDMI 2м. 19pin male -19pin male (EDNET) арт.84493 gray,"138,6"
81642,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE LOGITECH OPTICAL M100 Black USB, 3+1кл. (910-006652)","138,9"
81061,КОМПЬЮТЕРНАЯ ТЕХНИКА,USB 3.2 gen1 FLASH DRIVE 64Gb Patriot Supersonic Rage Lite (PEF64GRLB32U) Read 120Мб/с,"111,2"
79700,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники (вкладыши) с микрофоном Lenovo HF140 RED (HF140RED) проводные, mini Jack 3.5mm, 20-20000Hz, 32Ом","125,1"
79529,КОМПЬЮТЕРНАЯ ТЕХНИКА,FLASH CARD 32GB Verbatim Store 'n' Stay NANO USB          (арт.98130),"111,2"
74910,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 135 2.0 (2x3W, 100-20000Hz, питание USB/DC 5V) black, ABS-пластик","75,1"
76136,КОМПЬЮТЕРНАЯ ТЕХНИКА,USB 3.2 Gen1/microUSB FLASH DRIVE 32Gb KINGSTON DT microDuo 3.0 G2 (DTDUO3G2/32GB) поддержка OTG,"111,2"
64153,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE LOGITECH OPTICAL M100 White/Black USB, 3+1кл. (910-005004)","138,9"
64542,КОМПЬЮТЕРНАЯ ТЕХНИКА,"microSDXC CARD 64Gb Kingston Canvas Select Plus (SDCS2/64GBSP)  A1, V10, UHS-I Class 1 (U1), Class 10","138,9"
64534,КОМПЬЮТЕРНАЯ ТЕХНИКА,USB 2.0 FLASH DRIVE 64GB KINGSTON DT 20 (DT20/64GB),"111,2"
51607,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE LOGITECH OPTICAL M100 Gray Dark USB,3+1кл (910-005003)","138,9"
44256,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 120 2.0 (2x2.5W,USB питание)black, ABS-пластик","138,9"
40544,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN Standard 304 USB+HUB (+USB-порт, black)","138,9"
39407,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер WI-FI TP-LINK TL-WN725N USB,150Мбит/с,802.11n,внутр.антенна","138,9"
37850,КОМПЬЮТЕРНАЯ ТЕХНИКА,USB 3.0 FLASH DRIVE 64GB KINGSTON DT 100 G3 (DT100G3/64GB),"111,2"
74403,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Блок питания для USB концентратора, Natec (NHZ-0369)  DC Jack, 2A/5V,1.2m",99
27582,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Фильтр сетевой  (1,5м) SPG5-C-5 black ( 5 роз.,до 16А,шторки)","139,4"
70770,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Микрофон настольный/ручной Natec Adder (NMI-0776) 20-20000Hz, Mini Jack 3.5mm, кабель 1.8м., Black","139,4"
68600,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Крепеж монтажн.для 19' шкафов LANBERG (AK-1302-S) 50шт/уп. (M6 винт,гайка,шайба)","139,4"
42350,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Cable entry brush for 19' rack, 1U size  (19A-BRUSH-02)","139,4"
43107,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель HDMI 5,0м. 19pin male -19pin male (HDE-BKR-0500.BS)","139,4"
41418,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер WI-FI мини WNP-UA-005 (USB2,300Мбит/сек,802.11b/g/n)","139,4"
36941,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Сумка-чехол для TABLET 10',16:10 Continent UTS-102BL (эко-кожа,черн.)","139,4"
4926,КОМПЬЮТЕРНАЯ ТЕХНИКА,Калькулятор CC-80 CANON 8р,"139,4"
83190,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Электро-удлинитель BELLIGHT с заземлением 6 розеток, 10м, max 3кВт, max 250В, 16А, 3*1.5мм2, белый","139,9"
82321,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Полотенце для протирки автомобиля BASEUS (CRXCMJ-0G) микрофибра, 40*40cm, 2 шт/уп","125,1"
54509,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель Magnetic USB2.0 CC-USB2-AMLM31-1M (для устройств Apple,3в1) 1м.","139,9"
80591,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Переключатель HDMI сигналов DSW-HDMI-21 (вход 2xHDMI, выход 1xHDMI)","140,3"
50442,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE PAD Genesis CARBON 500 L LOGO (NPG-0659) 400х330x2.5mm, (M12 Midi) black","140,3"
73780,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный (CC-DPM-DVIM-1M) DisplayPort (Male) <-> DVI 24+1 (Male), 1м., Black","144,4"
51371,КОМПЬЮТЕРНАЯ ТЕХНИКА,Переходник USB2.0 -> RS232 (разъмы DB9M и USB-A) 1.5м UAS-DB9M-02,"144,4"
25936,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Вентилятор для корпуса CHIEFTEC AF-1225PWM 120X120X25,26 дБ,1650об/мин","144,4"
68698,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наушники с микрофоном SVEN AP-860M,130
65796,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный CC-mDP-HDMI-6 (Mini DisplayPort male v.1.2 до 3840*2160/30Hz <-> HDMI  type A male,1.8м)",145
61188,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном SVEN AP-545MV (20-20000Гц, разъем 2*3pin/3,5мм, 2.2м) blk/red",145
45828,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель для KVM переключ. (PS/2+PS/2+VGA15M,1.8м,) D-Link (DKVM-CB)",145
39900,КОМПЬЮТЕРНАЯ ТЕХНИКА,Зарядное устройство универсаль. EG-MC-009 (3/4.5/5/6/7.5/9/12V)24W,145
57942,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Электро-удлинитель BELLIGHT с заземлен. и выключателем 5 розеток, 10м, max 3кВт, max 250В, 16А, 3*1.5мм2,белый","145,5"
56089,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 300 2.0 (2x3W,USB/DC 5V питание) black, ABS-пластик","92,1"
64109,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE OPTICAL SVEN RX-G740, USB, 5+1кн., 800/1200/1800/2400dpi, black, подсветка",147
61182,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE SVEN OPTICAL  RX-560SW Wreless, USB, 5+1кн., 800/1200/1600dpi, silent grey",147
48251,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE SVEN OPTICAL GX-950 Gaming USB,5+1кл.,black,подсветка",147
64207,КОМПЬЮТЕРНАЯ ТЕХНИКА,RJ-12 коннектор телефонный MP-6P4C/100 (Gold plated 15u') 100шт/уп.,"147,7"
73792,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер WiFi Netis WF2123 (USB, 150Mbps, 2.4GHz, 802.11b/g/n)","147,7"
65802,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Переключатель HDMI сигналов DSW-HDMI-34 (вход 3xHDMI, выход 1xHDMI, Д/У)","147,7"
61843,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE PAD NATEC DISCOVERIES MAXI (NPO-1457) 800х400x3mm, рисунок карты","147,7"
301,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Дискета 3,5' 120Mb (LS120Mb)","147,7"
77418,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники Panasonic RP-HJE125E-W (вкладыши,1.1м, 10-24000Гц, minijack 3.5mm, 16ом) White",148
64596,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники (вкладыши) PANASONIC RP-HJE125E-R(10-24000Гц,200мВт,1.1м) red",148
41010,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники (вкладыши) PANASONIC RP-HJE125E-A(10-24000Гц,200мВт,1.1м)blue",148
41011,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники (вкладыши) PANASONIC RP-HJE125E-K(10-24000Гц,200мВт,1.1м) blk",148
79318,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Лента светодиодная (LED-2SU-RGB50-01) 2*0.5м с USB connector, 4W, RGB, Д/У, 2*16LED 5050 SMD, 5V ~ 1A","148,2"
81505,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники с микрофоном NATEC DRONE (NSL-0294)  2*3pin 3,5мм, 32Ом, 20-20000Гц, 2м,  Black",129
81485,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Накладки на клавиши клавиатуры Genesis Lead 300 Double Shot Keycaps (NAG-2006), 106шт., ORANGE color","110,1"
81461,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Накладки на клавиши клавиатуры Genesis Lead 300 Double Shot Keycaps (NAG-2009), 106шт., VIOLET color","110,1"
81460,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Накладки на клавиши клавиатуры Genesis Lead 300 Double Shot Keycaps (NAG-2007), 106шт., PINK color","110,1"
81458,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Накладки на клавиши клавиатуры Genesis Lead 300 Double Shot Keycaps (NAG-2008), 106шт., MINT color","110,1"
81484,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Накладки на клавиши клавиатуры Genesis Lead 300 Double Shot Keycaps (NAG-2004), 106шт., GREY color","110,1"
81459,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Накладки на клавиши клавиатуры Genesis Lead 300 Double Shot Keycaps (NAG-2005), 106шт., NAVY BLUE color","110,1"
80605,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER Gembird (SPK-BTOD-01)  BT v.5.0., 3W, 500mAh Li-Po, 60-15000Hz, LED подсв, black","148,5"
79905,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Наушники (вкладыши) с микрофоном Audictus Explorer 2.0 (AWE-1503) 20-22000Гц, 1.2м, штекер 3.5мм, Grey","148,5"
79237,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) (A-CM-HDMIF-03) USB 3.1 Type-C male <-> HDMI female, Max. 4K at 30Hz, 15cm.","148,5"
78290,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE Gaming Fury Gladiator (NFU-0870) USB, 6кн, 1000-3200dpi, RGB Подсветка корпуса","148,5"
68576,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Термопаста Cooler Master MasterGel Pro V2 1,5гр (MGY-ZOSG-N15M-R3)","148,5"
60893,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный CC-DPM-DVIM-6 (DisplayPort male-DVI 24+1 Male,1.8м)","148,5"
59605,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE PAD NATEC UNIVERSE MAXI (NPO-1299) 800х400x2.5mm, black","148,5"
48340,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Ретранслятор HDMI-сигнала DRP-HDMI-01 (станд. HDMI v.1.3, до 40 м)","148,5"
34485,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Лоток входной,основание СANON FC230 (FB2-9674-000)","148,5"
34245,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель для KVM переключ. (USB2.0+VGA15M, 1.8м,) D-Link (DKVM-CU)","148,5"
20391,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD FTP CAT.5E,20м. (PP22-20M)","148,5"
83676,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устройство (BC-USB-03) для Ni-MH/Ni-CD на 4 ак. AA/AAA, работает с USB адаптером 5В/2A (НЕ в компл.)",149
82639,КОМПЬЮТЕРНАЯ ТЕХНИКА,Удлинитель USB3.0 (A/A) 3м ( US3-VEB-0300.U) blue,149
80085,КОМПЬЮТЕРНАЯ ТЕХНИКА,"USB 3.1 FLASH DRIVE 32Gb SanDisk Ultra type C (SDCZ460-032G-G46 ) OTG, BLACK","119,1"
78529,КОМПЬЮТЕРНАЯ ТЕХНИКА,"microSDXC CARD 64Gb Kingston Canvas Select Plus (SDCS2/64GB)  A1,V10,UHS-I Class 1(U1),Class 10, + адаптер",149
76671,КОМПЬЮТЕРНАЯ ТЕХНИКА,"USB 3.0 FLASH DRIVE 64Gb Hikvision (HS-USB-M200S/64G/USB3.0) расклад.корпус, металл/пластик, серебр/черн.","119,1"
76258,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE Gembird (MUSGW-6BL-01) Wireless, USB, 6кн., 1600-2400-3200dpi, RGB подсветка, аккумулятор, black",149
74925,КОМПЬЮТЕРНАЯ ТЕХНИКА,"MOUSE SVEN OPTICAL RX-380W беспроводная, 5+1кл., 800/1200/1600dpi, grey metallic",149
74919,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN KB-S302 USB, Black, 110кл., подставка для смартфона",149
74917,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN KB-C3060 USB, Black, 113кл.",149
74912,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 185 2.0 (2x3W, 100-20000Hz, питание USB/DC 5V) black, ABS-пластик",149
74911,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 180 2.0 (2x3W, 100-20000Hz, питание USB/DC 5V) black, ABS-пластик",135
68369,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN KB-S307M  USB, black,  104+17кл,",115
36548,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Фильтр POWER CUBE (3,0м) SPG3-B-10C (5роз.,16А) grey",149
59385,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Фильтр SVEN SF-05PL (1.8м, max.нагрузка 2200Вт, 5 роз.CEE 7/4, 5 индивидуаль.выключ. + 1 общий) black",134
57511,КОМПЬЮТЕРНАЯ ТЕХНИКА,"KEYBOARD SVEN KB-E5800 USB,black,105кл.,Slim",149
51395,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Джойстик (GamePad) JPD-UDV2-01,USB,виброотдача,2 геймпада с общим USB",149
44255,КОМПЬЮТЕРНАЯ ТЕХНИКА,"SOUND SPEAKER SVEN 150 2.0 (2x2.5W,USB питание)black/blue, ABS-пластик",149
37362,КОМПЬЮТЕРНАЯ ТЕХНИКА,Наушники с микрофоном SVEN AP-860MV black,149
83644,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. HOCO (C80A  Rapido) PD 20W, QC3.0, White, 1*USB Type-C + 1*USB Type-A, кабель Type-C/Lightning",135
83639,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. HOCO (C100A) PD 20W, QC3.0, White, 1*USB Type-C + 1*USB Type-A, дисплей, без кабеля",150
83158,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. Bavin (PC505Y) 1p*microUSB , max 18W","75,1"
83148,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. (HNT-PD2001) USB Type-C, max 20W, (no box) White","75,1"
83140,КОМПЬЮТЕРНАЯ ТЕХНИКА,Кабель магнитный зар. устройство для Apple watch (CB234),150
83138,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель (CB268PD) 1.2м, USB Type-C / Lighting, 30W, BLACK",150
82787,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Зарядное устр. Bavin (PC505Y) 1p*USB TypeC, max 18W",150
82241,КОМПЬЮТЕРНАЯ ТЕХНИКА,Зарядное устр. автомобил. Bavin (PC863) 1*USB-C + 1*USB Black,"75,1"
82318,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель USB BASEUS Dynamic (CALD000616) PD, max 100Вт, 1м, USB Type-C - USB",150
79258,КОМПЬЮТЕРНАЯ ТЕХНИКА,"COOLER Gembird (CPU-HURACAN-X40) Soket-All, TDP до 55W, 19.2...26.2dBa, 90x90x25mm, 4-pin, PWM",150
48328,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель DVI-D/DVI-D,сигнальный,3м,экран, фер.кольца (CC-DVI2-BK-10)",150
25941,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель для KVM переключ. (USB2.0+VGA15M, 3м,) D-Link (DKVM-CU3)",150
79241,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Адаптер (переходник) (AUS3-03) USB 3.0 (5 Gbps)/USB 2.0/1.X <-> SATA 2.5'' drives/SATA II (3.0 GB/s), 20cm","151,8"
43572,КОМПЬЮТЕРНАЯ ТЕХНИКА,"Кабель интерфейсный CC-DP-HDMI-3M (DisplayPort male-HDMI male,3м)  !!! только с DisplayPort в HDTV !!!","151,8"
15467,КОМПЬЮТЕРНАЯ ТЕХНИКА,"PATCH CORD UTP CAT.5E,30м. (PP12-30M)",154
79257,КОМПЬЮТЕРНАЯ ТЕХНИКА,"COOLER Gembird (CPU-HURACAN-X30) Soket-All, TDP до 45W, 19.2...26.2dBa, 120x120x25mm, 4-pin, PWM","154,9"
